budget,genres,homepage,original_language,original_title,overview,popularity,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
60000000,"[{""id"": 27; ""name"": ""Horror""}; {""id"": 10749; ""name"": ""Romance""}]",,en,Interview with the Vampire,A vampire relates his epic life story of love; betrayal; loneliness; and dark hunger to an over-curious reporter.,50.163785,"November 11, 1994",223664608,123,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}]",Released,Drink from me and live forever,Interview with the Vampire,7.2,1516
38000000,"[{""id"": 878; ""name"": ""Science Fiction""}; {""id"": 28; ""name"": ""Action""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 53; ""name"": ""Thriller""}]",,en,Star Trek: Generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,14.779041,"November 17, 1994",120000000,118,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Boldly go.,Star Trek: Generations,6.4,452
55000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 53; ""name"": ""Thriller""}; {""id"": 80; ""name"": ""Crime""}; {""id"": 9648; ""name"": ""Mystery""}; {""id"": 10749; ""name"": ""Romance""}]",,en,Disclosure,A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully; which threatens both his career and his personal life.,15.064058,"December 9, 1994",214015089,123,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Sex Is Power.,Disclosure,5.9,210
30000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}; {""id"": 10752; ""name"": ""War""}]",,en,Legends of the Fall,An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature; history; war; and love.,26.952727,"December 16, 1994",160638883,133,"[{""iso_639_1"": ""kw""; ""name"": """"}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,After the Fall from Innocence the Legend begins.,Legends of the Fall,7.2,619
16000000,"[{""id"": 35; ""name"": ""Comedy""}]",,en,Dumb and Dumber,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary; a beautiful woman; loses an important suitcase with money before she leaves for Aspen; the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where; using the lost money they live it up and fight for Mary's heart.",35.777067,"December 16, 1994",247275374,107,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,What the one doesn't have; the other is missing.,Dumb and Dumber,6.5,1859
40000000,"[{""id"": 35; ""name"": ""Comedy""}; {""id"": 10751; ""name"": ""Family""}]",,en,Ri¢hie Ri¢h,Billionaire heir Richie Rich has it all; including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more; scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.,14.398356,"December 19, 1994",0,95,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""la""; ""name"": ""Latin""}]",Released,An adventure so big... even the world's richest kid can't afford to miss it!,Ri¢hie Ri¢h,5.4,415
18000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}]",,en,Little Women,With their father away as a chaplain in the Civil War; Jo; Meg; Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when; later; male friends start to become a part of the household.,16.418639,"December 21, 1994",0,115,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""de""; ""name"": ""Deutsch""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}]",Released,The story that has lived in our hearts for generations; now comes to the screen for the holidays.,Little Women,7,215
35000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 53; ""name"": ""Thriller""}]",,en,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,19.286099,"December 22, 1994",99423521,102,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""ja""; ""name"": ""\u65e5\u672c\u8a9e""}]",Released,The fight to save the world is on!,Street Fighter,4.1,325
2500000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}]",,en,Before Sunrise,A dialogue marathon of a film; this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.,23.672571,"January 27, 1995",5535405,105,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""de""; ""name"": ""Deutsch""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}]",Released,Can the greatest romance of your life last only one night?,Before Sunrise,7.7,959
7500000,"[{""id"": 80; ""name"": ""Crime""}; {""id"": 28; ""name"": ""Action""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 53; ""name"": ""Thriller""}]",,cn,紅番區,Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx; Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.,17.318839,"January 30, 1995",32392047,91,"[{""iso_639_1"": ""cn""; ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}; {""iso_639_1"": ""en""; ""name"": ""English""}]",Released,No Fear. No Stuntman. No Equal.,Rumble in the Bronx,6.5,240
32000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 37; ""name"": ""Western""}]",,en,The Quick and the Dead,A mysterious woman comes to compete in a quick-draw elimination tournament; in a town taken over by a notorious gunman.,16.473355,"February 9, 1995",18552460,107,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Think you are quick enough?,The Quick and the Dead,6.3,427
50000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 878; ""name"": ""Science Fiction""}; {""id"": 53; ""name"": ""Thriller""}]",,en,Outbreak,A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town; which must be quarantined; and to prevent an over reaction by the White House.,30.397496,"March 10, 1995",189859560,127,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""ko""; ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}]",Released,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,Outbreak,6.3,513
19000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 80; ""name"": ""Crime""}; {""id"": 53; ""name"": ""Thriller""}]",,en,Bad Boys,Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen; and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters; in order to get the assistance of the sole witness to a murder; they have to pretend to be each other.,33.872182,"April 7, 1995",141407024,118,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Whatcha gonna do?,Bad Boys,6.5,1699
3500000,"[{""id"": 35; ""name"": ""Comedy""}]",http://www.newline.com/properties/friday.html,en,Friday,Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon; smoking and drinking; looking for something to do.,25.5748,"April 26, 1995",28215918,91,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,A lot can go down between thursday and saturday...,Friday,7,503
53000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 53; ""name"": ""Thriller""}; {""id"": 18; ""name"": ""Drama""}]",,en,Crimson Tide,On a US nuclear missile sub; a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.,20.334629,"May 12, 1995",157387195,116,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Danger runs deep.,Crimson Tide,7,498
90000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 53; ""name"": ""Thriller""}]",,en,Die Hard: With a Vengeance,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series; which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all; until a genius named Simon engages McClane; his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",51.881077,"May 19, 1995",366101666,128,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""de""; ""name"": ""Deutsch""}; {""iso_639_1"": ""ro""; ""name"": ""Rom\u00e2n\u0103""}]",Released,Think fast. Look alive. Die hard.,Die Hard: With a Vengeance,6.9,2066
72000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 36; ""name"": ""History""}; {""id"": 10752; ""name"": ""War""}]",,en,Braveheart,Enraged at the slaughter of Murron; his new bride and childhood love; Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and; eventually; the entire country to rise up against English rule.,60.722162,"May 24, 1995",210000000,177,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}; {""iso_639_1"": ""la""; ""name"": ""Latin""}; {""iso_639_1"": ""gd""; ""name"": """"}]",Released,Every man dies. Not every man truly lives.,Braveheart,7.7,3336
50000000,"[{""id"": 14; ""name"": ""Fantasy""}; {""id"": 35; ""name"": ""Comedy""}; {""id"": 10751; ""name"": ""Family""}]",,en,Casper,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions; Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim; she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune; she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in; and soon Kat meets Casper; the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch; Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",19.830132,"May 26, 1995",287928194,100,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Get an afterlife,Casper,6,1019
24000000,"[{""id"": 18; ""name"": ""Drama""}; {""id"": 10749; ""name"": ""Romance""}]",,en,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,17.606087,"May 28, 1995",182016617,135,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,7.3,385
100000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 80; ""name"": ""Crime""}; {""id"": 14; ""name"": ""Fantasy""}]",,en,Batman Forever,The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent; Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma; computer-genius and former employee of millionaire Bruce Wayne; is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson; his family killed by Two-Face; becomes Wayne's ward and Batman's new partner Robin.,48.205606,"May 31, 1995",336529144,121,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Courage now; truth always...,Batman Forever,5.2,1498
50000000,"[{""id"": 28; ""name"": ""Action""}; {""id"": 12; ""name"": ""Adventure""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 9648; ""name"": ""Mystery""}; {""id"": 878; ""name"": ""Science Fiction""}; {""id"": 53; ""name"": ""Thriller""}]",,en,Congo,Eight people embark on an expedition into the Congo; a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.,10.755847,"June 9, 1995",152022101,109,"[{""iso_639_1"": ""en""; ""name"": ""English""}; {""iso_639_1"": ""fr""; ""name"": ""Fran\u00e7ais""}]",Released,Where you are the endangered species.,Congo,5,213
55000000,"[{""id"": 12; ""name"": ""Adventure""}; {""id"": 16; ""name"": ""Animation""}; {""id"": 18; ""name"": ""Drama""}; {""id"": 10751; ""name"": ""Family""}]",,en,Pocahontas,History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming; and soon she comes face to face with it in the form of Capt. John Smith.,47.845589,"June 14, 1995",346079773,81,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,An American legend comes to life.,Pocahontas,6.7,1457
52000000,"[{""id"": 18; ""name"": ""Drama""}]",,en,Apollo 13,The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971; risking the lives of astronaut Jim Lovell and his crew; with the failed journey turning into a thrilling saga of heroism. Drifting more than 200;000 miles from Earth; the astronauts work furiously with the ground crew to avert tragedy.,68.140214,"June 30, 1995",355237933,140,"[{""iso_639_1"": ""en""; ""name"": ""English""}]",Released,Houston; we have a problem.,Apollo 13,7.3,1599
