budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,2118,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 703, ""name"": ""detective""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 10326, ""name"": ""morgue""}, {""id"": 11314, ""name"": ""f word""}, {""id"": 11925, ""name"": ""domestic violence""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 33518, ""name"": ""district attorney""}, {""id"": 157325, ""name"": ""bandage""}, {""id"": 162262, ""name"": ""movie star""}, {""id"": 163335, ""name"": ""man with glasses""}, {""id"": 167145, ""name"": ""knife in thigh""}, {""id"": 167149, ""name"": ""good cop bad cop""}, {""id"": 167159, ""name"": ""switchblade""}, {""id"": 167164, ""name"": ""call girl""}, {""id"": 208611, ""name"": ""1950s""}, {""id"": 228495, ""name"": ""falsifying""}]",en,L.A. Confidential,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,24.860326,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Wolper Organization"", ""id"": 2428}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/19/1997,126216940,138,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everything is suspect... Everyone is for sale... And nothing is what it seems.,L.A. Confidential,7.7,1310
57000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,1813,"[{""id"": 516, ""name"": ""child abuse""}, {""id"": 531, ""name"": ""southern usa""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3036, ""name"": ""bible""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 3734, ""name"": ""ambition""}, {""id"": 4084, ""name"": ""devil's son""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 5810, ""name"": ""pact with the devil""}, {""id"": 7340, ""name"": ""crooked lawyer""}, {""id"": 10114, ""name"": ""evil spirit""}, {""id"": 10138, ""name"": ""satan""}, {""id"": 11001, ""name"": ""religion""}, {""id"": 14794, ""name"": ""lust""}, {""id"": 33519, ""name"": ""courtroom""}, {""id"": 162706, ""name"": ""temptation""}, {""id"": 162813, ""name"": ""law firm""}, {""id"": 168346, ""name"": ""manhattan, new york city""}, {""id"": 185459, ""name"": ""seven deadly sins""}, {""id"": 211062, ""name"": ""ethics""}, {""id"": 226791, ""name"": ""gainesville florida""}]",en,The Devil's Advocate,A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself.,33.8473,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Monarchy Enterprises B.V."", ""id"": 676}, {""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Taurus Film"", ""id"": 20555}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/17/1997,152944660,144,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Evil has its winning ways.,The Devil's Advocate,7.2,1374
200000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.titanicmovie.com,597,"[{""id"": 2580, ""name"": ""shipwreck""}, {""id"": 2984, ""name"": ""iceberg""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 4210, ""name"": ""panic""}, {""id"": 4388, ""name"": ""titanic""}, {""id"": 4953, ""name"": ""ocean liner""}, {""id"": 6917, ""name"": ""epic""}, {""id"": 7579, ""name"": ""rich woman - poor man""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 10703, ""name"": ""tragic love""}, {""id"": 14514, ""name"": ""class differences""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 165086, ""name"": ""star crossed lovers""}, {""id"": 182615, ""name"": ""steerage""}, {""id"": 182621, ""name"": ""salvage""}, {""id"": 182625, ""name"": ""rich snob""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 210184, ""name"": ""1910s""}]",en,Titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fianc, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",100.025899,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lightstorm Entertainment"", ""id"": 574}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/18/1997,1845034188,194,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Nothing on Earth could come between them.,Titanic,7.5,7562
53000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",,9444,"[{""id"": 3462, ""name"": ""tzar""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 158620, ""name"": ""russian revolution""}, {""id"": 158627, ""name"": ""train explosion""}, {""id"": 158628, ""name"": ""foreign language adaptation""}, {""id"": 158629, ""name"": ""exploding train""}]",en,Anastasia,"This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.",45.565918,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox Animation Studios"", ""id"": 11231}, {""name"": ""Fox Family Films"", ""id"": 11232}, {""name"": ""The Big Gun Project"", ""id"": 11233}, {""name"": ""Little Wolf Entertainment"", ""id"": 11234}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/20/1997,139804348,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Discover the Adventure Behind the Greatest Mystery of Our Time.,Anastasia,7.4,1432
10000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.miramax.com/movie/good-will-hunting,489,"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 1680, ""name"": ""boston""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 2462, ""name"": ""m.i.t.""}, {""id"": 2463, ""name"": ""harvard university""}, {""id"": 3734, ""name"": ""ambition""}, {""id"": 6009, ""name"": ""mathematics""}, {""id"": 6257, ""name"": ""genius""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10756, ""name"": ""janitor""}, {""id"": 11018, ""name"": ""irish""}, {""id"": 11268, ""name"": ""psychologist""}, {""id"": 13160, ""name"": ""university""}, {""id"": 33519, ""name"": ""courtroom""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 228041, ""name"": ""prodigy""}]",en,Good Will Hunting,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",43.734886,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Lawrence Bender Productions"", ""id"": 2253}, {""name"": ""Be Gentlemen Limited Partnership"", ""id"": 23201}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/5/1997,225933435,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Some people can never believe in themselves, until someone believes in them.",Good Will Hunting,7.9,2811
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,2898,"[{""id"": 641, ""name"": ""single parent""}, {""id"": 828, ""name"": ""waitress""}, {""id"": 3568, ""name"": ""lone wolf""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 10818, ""name"": ""author""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 159317, ""name"": ""rude""}, {""id"": 159318, ""name"": ""obnoxious""}, {""id"": 167982, ""name"": ""unlikely friendship""}, {""id"": 228768, ""name"": ""noodle salad""}]",en,As Good as It Gets,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",37.885022,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/19/1997,314178011,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A comedy from the heart that goes for the throat.,As Good as It Gets,7.2,915
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",,184,"[{""id"": 822, ""name"": ""airport""}, {""id"": 1449, ""name"": ""underworld""}, {""id"": 2001, ""name"": ""arms deal""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 6149, ""name"": ""police""}, {""id"": 14964, ""name"": ""drug""}]",en,Jackie Brown,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a planwith help from a bail bondsmanto keep the money for herself. Based on Elmore Leonard's novel Rum Punch.",40.631671,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/24/1997,39673162,154,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Six players on the trail of a half a million in Cash. There's only one question... Who's playing who?,Jackie Brown,7.3,1514
2900000,"[{""id"": 18, ""name"": ""Drama""}]",,666,"[{""id"": 983, ""name"": ""brazilian""}, {""id"": 1161, ""name"": ""brazil""}, {""id"": 1809, ""name"": ""rio de janeiro""}, {""id"": 3344, ""name"": ""letter""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 34139, ""name"": ""railroad""}, {""id"": 158639, ""name"": ""missing father""}, {""id"": 158642, ""name"": ""long lost relative""}, {""id"": 158651, ""name"": ""realism""}]",pt,Central do Brasil,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",5.928937,"[{""name"": ""MACT Productions"", ""id"": 393}, {""name"": ""Videofilms"", ""id"": 394}, {""name"": ""Riofilm"", ""id"": 395}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}]",1/16/1998,5596708,113,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,He was looking for the father he never knew. She was looking for a second chance.,Central Station,7.6,126
27000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",,2666,"[{""id"": 634, ""name"": ""soul""}, {""id"": 2116, ""name"": ""sleep""}, {""id"": 2887, ""name"": ""manipulation""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4630, ""name"": ""chaos""}, {""id"": 10937, ""name"": ""memory""}, {""id"": 12965, ""name"": ""duel""}, {""id"": 33465, ""name"": ""parallel world""}, {""id"": 178657, ""name"": ""tech noir""}, {""id"": 185199, ""name"": ""matrix""}, {""id"": 207268, ""name"": ""neo-noir""}, {""id"": 214730, ""name"": ""retrofuturism""}]",en,Dark City,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",39.324831,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Mystery Clock Cinema"", ""id"": 908}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/27/1998,27200316,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A world where the night never ends.,Dark City,7.2,828
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",http://www.biglebowskibluray.com/splash.php,115,"[{""id"": 418, ""name"": ""white russian""}, {""id"": 419, ""name"": ""dude""}, {""id"": 420, ""name"": ""bowling""}, {""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 1337, ""name"": ""carpet""}, {""id"": 1541, ""name"": ""nihilism""}, {""id"": 1786, ""name"": ""heart attack""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 5498, ""name"": ""lsd""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 33626, ""name"": ""millionaire""}, {""id"": 155291, ""name"": ""cowboy""}, {""id"": 160846, ""name"": ""ashes""}, {""id"": 163045, ""name"": ""impregnation""}, {""id"": 167556, ""name"": ""bowling team""}, {""id"": 198673, ""name"": ""unemployed""}, {""id"": 200646, ""name"": ""bowling ball""}, {""id"": 219881, ""name"": ""weeds""}]",en,The Big Lebowski,"Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",49.230089,"[{""name"": ""Gramercy Pictures"", ""id"": 37}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/6/1998,46189568,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Times like these call for a Big Lebowski.,The Big Lebowski,7.8,2926
18500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,1878,"[{""id"": 167799, ""name"": ""gonzo journalist""}, {""id"": 167805, ""name"": ""sweaty face""}, {""id"": 167808, ""name"": ""fake identity""}, {""id"": 167809, ""name"": ""wedding chapel""}, {""id"": 167812, ""name"": ""grapefruit""}, {""id"": 167818, ""name"": ""cadillac convertible""}, {""id"": 167822, ""name"": ""gibberish""}, {""id"": 167830, ""name"": ""corvette stingray""}, {""id"": 167833, ""name"": ""police convention""}]",en,Fear and Loathing in Las Vegas,"The hallucinogenic misadventures of sportswriter Raoul Duke and his Samoan lawyer, Dr. Gonzo, on a three-day romp from Los Angeles to Las Vegas. Motoring across the Mojave Desert on the way to Sin City, Duke and his purple haze passenger ingest a cornucopia of drugs ranging from acid to ether.",44.511363,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Rhino Films"", ""id"": 1591}, {""name"": ""Fear and Loathing LLC"", ""id"": 53460}, {""name"": ""Shark Productions"", ""id"": 53461}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/22/1998,10680275,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Buy the ticket, take the ride.",Fear and Loathing in Las Vegas,7.2,1301
60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,37165,"[{""id"": 2147, ""name"": ""claustrophobia""}, {""id"": 3979, ""name"": ""hidden camera""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 10328, ""name"": ""reality show""}, {""id"": 207063, ""name"": ""make believe""}, {""id"": 207064, ""name"": ""pretend""}]",en,The Truman Show,"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",56.488027,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/4/1998,264118201,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,On the air. Unaware.,The Truman Show,7.8,4537
